,Latitude,Longitude,January,February,March,April,May,June,July,August,September,October,November,December
7134,-26.8,118.98,-0.179977503,-0.168416448,-0.157480315,-0.419685039,-0.154254339,-0.257311586,-0.141076115,0.014529434,0.226049869,0.71872266,0.378444882,-0.084918231
7050,-25.09,118.3,0,0,-0.312992126,0,-0.409806729,-0.084364454,0,0,0,0.085301837,0.118573414,0.137657618
6059,-25.94,114.32,-0.136759221,-0.472440945,-0.360892388,-0.375173692,-0.074365704,0,0.023964396,0,0.016404199,0,0,0.088582677
4035,-20.78,117.15,0,0,0.561023622,0.149981252,-1.023622047,0,-0.062992126,0.00984252,-0.007158196,-0.011811024,0,0
94041,-43.66,146.27,0.161417323,1.032885595,0.137795276,-0.078740157,-0.551181102,-0.649606299,-0.787401575,-0.94488189,-0.511811024,-0.436099334,-0.153730784,0.577427822
60030,-31.89,152.47,-1.712598425,-0.916010499,-0.869266342,0.039370079,-0.150918635,1.538415653,3.516591676,0.595472441,0.148731409,0.909448819,-1.345800525,-0.725603959
57001,-30.37,152.23,-0.385826772,-2.106299213,-1.135170604,-0.29855643,-0.542432196,0.236220472,0.31496063,0.673665792,0.551181102,-0.070866142,-1.338582677,-2.618110236
51042,-30.93,147.87,-0.009263548,-0.21216098,-0.031988189,-0.052083333,-0.203412073,0.083303508,-0.225674916,0.146921976,-0.014132849,0.697375328,-0.036089239,-0.429597036
45007,-26.11,144.13,-0.551181102,-0.157480315,0,0.376202975,0,0,-0.01476378,-0.048743907,0,-0.052493438,0.007874016,-0.272562084
41014,-28.35,151.63,-0.271216098,-0.976377953,0.826771654,0.737007874,0.397450319,0.881889764,-0.196850394,0,-0.095857583,-0.532433446,-0.358705162,-1.128926647
40094,-27.81,152.67,-0.330708661,1.102362205,0.770284149,1.242969629,1.496062992,-0.168728909,-0.708661417,-1.581364829,-0.810560445,-1.732283465,-0.851377953,0.483178239
