,January,February,March,April,May,June,July,August,September,October,November,December,Latitude,Longitude
AU_88066,-0.805952380952381,-0.2333333333333334,0.3184210526315789,-0.4631578947368423,-0.6222222222222223,-0.22857142857142843,0.4538302277432712,-0.14166666666666672,-0.34117647058823514,-0.7545454545454546,-0.09999999999999994,0.18000000000000008,-37.21,144.1
AU_87026,-0.8983870967741936,0.008893280632410959,-0.30000000000000027,-0.3884615384615385,-0.40000000000000013,-0.010526315789473833,0.2775240384615385,-0.9138888888888883,-0.9390434782608694,-0.2960000000000002,0.14090909090909098,0.11296296296296297,-37.49,144.61
AU_87036,-0.7857142857142857,0.07241379310344832,-0.26,-0.6221804511278197,-0.7870967741935483,0.4939338235294121,0.5861742424242425,-1.0158139534883721,-0.5483870967741935,-0.9571428571428572,-0.2146612740141555,0.1962962962962959,-37.42,144.56
AU_87061,0.035789473684210614,0.016666666666666757,-0.1870857699805068,-0.21724137931034498,-0.2686274509803923,0.03943965517241382,0.2685714285714286,-0.6,-0.6041666666666667,-0.8878048780487803,-0.4888888888888887,0.059420289855072445,-37.57,144.74
AU_23705,0.375,1.1806451612903226,0.240625,-0.4916666666666667,-0.591304347826087,-1.1978260869565218,-2.04,-1.9599999999999997,-0.9428571428571421,0.325,0.5714285714285714,1.3555555555555558,-34.8,138.95
AU_23715,-2.2750000000000004,-2.6,1.9769230769230768,0.44000000000000056,-0.3733333333333332,1.4687499999999998,2.66875,-0.14696969696969722,-1.3749999999999991,-0.8555555555555558,-0.47083333333333366,0.05555555555555555,-34.82,138.75
AU_23719,-0.15000000000000036,0.0,-0.0363636363636364,-0.7583333333333334,0.5260869565217389,0.3600000000000009,0.6545454545454535,-0.38499999999999945,-0.26666666666666666,-0.6441176470588236,-0.23809523809523808,-0.14,-34.82,138.89
AU_23731,-0.25,0.12105263157894736,0.14117647058823532,-0.7999999999999998,0.15,0.4142857142857141,-0.4666666666666662,-0.6516129032258066,-0.5076923076923072,-0.588888888888889,-0.20555555555555532,0.20645161290322575,-34.83,138.82
AU_23737,-0.1333333333333334,0.08666666666666667,0.008712121212121261,-0.3538461538461537,0.10793650793650791,0.6847826086956521,0.18461538461538451,-0.6000000000000004,-0.47083333333333455,-0.6636363636363634,-0.05666666666666688,0.1411764705882352,-34.77,139.05
AU_23750,-0.23499999999999996,0.10000000000000003,0.3641711229946524,-0.6449999999999999,0.7666666666666664,1.0363636363636368,0.5502164502164506,0.05333333333333314,-0.185714285714286,-0.9909090909090907,-0.26785714285714285,0.07826086956521727,-34.96,138.74
AU_23803,-0.194642857142857,0.11515151515151517,0.21136363636363645,-1.120779220779221,0.0060606060606061465,0.07708333333333289,-1.032258064516129,-0.7531249999999998,-0.7133333333333335,-1.0500000000000007,-0.4655913978494622,0.016666666666666902,-34.94,138.73
AU_21001,-0.039999999999999994,0.061538461538461535,0.10312500000000002,-0.10416666666666667,0.15294117647058875,0.5974999999999999,0.13238636363636325,-0.36666666666666653,-0.30312499999999987,-0.47368421052631576,-0.12954545454545452,0.40000000000000013,-34.03,138.68
AU_21002,-0.07173913043478254,0.04999999999999996,0.030952380952381023,-0.0845098039215687,0.04000000000000057,0.6569023569023569,-0.16285714285714284,-0.19500000000000028,-0.124904214559387,-0.3333333333333333,-0.22424242424242422,0.2391304347826087,-34.14,138.42
AU_21003,-0.1888888888888889,-0.002857142857142847,0.045454545454545456,-0.14999999999999997,-0.07386363636363605,0.039534883720930135,-0.04444444444444429,-0.4875000000000007,-0.5481987577639751,-0.9774193548387097,-0.17100840336134462,0.6641025641025642,-33.91,138.72
AU_21035,-0.08038461538461539,0.015151515151515152,0.0,-0.15708333333333327,-0.07735042735042724,0.202857142857143,-0.15370370370370384,-0.41333333333333305,-0.17777777777777773,-0.4905370843989769,-0.20833333333333334,0.25882352941176484,-34.03,138.32
AU_21054,-0.13571428571428573,0.21875000000000006,0.13846153846153852,-0.10909090909090913,0.17058823529411798,0.93015873015873,-0.100000000000004,-0.5333333333333332,-0.4787878787878787,-0.6466666666666666,-0.11878306878306857,0.5248717948717947,-33.96,138.64
AU_21076,-0.14999999999999997,0.14545454545454542,0.010000000000000054,-0.21428571428571433,0.06666666666666667,0.3600000000000004,-0.010000000000000142,-0.4166666666666667,-0.34074074074074057,-0.6521739130434783,-0.21875,0.48235294117647054,-33.93,138.81
AU_23039,-0.09999999999999999,0.0,0.12413793103448277,-0.1944444444444441,0.08571428571428592,0.5937499999999999,-0.05934065934065927,-0.34736842105263166,-0.13229166666666664,-0.5428571428571429,-0.176923076923077,0.24444444444444446,-34.19,138.63
AU_97004,0.9866666666666665,-0.17142857142857185,1.3391812865497075,-1.9690476190476192,-1.7991902834008084,1.1368421052631577,-4.413333333333332,0.799999999999999,-0.7333333333333331,1.3166666666666669,2.4666666666666663,-1.526666666666667,-41.43,145.7
AU_97014,-0.2705882352941175,-0.058536585365853454,1.222844827586207,-2.8451851851851853,1.8933333333333326,-1.4474999999999987,0.7606060606060604,-0.8361471861471862,-1.3264705882352934,-0.8513986013986016,-1.2423340961098397,0.39090909090909065,-41.44,145.53
AU_91181,-0.274074074074074,0.17857142857142858,0.08095238095238108,-0.56,-0.3249999999999993,0.010526315789473648,-0.1071428571428572,-0.46622390891840604,0.06274509803921587,-0.32393939393939397,-0.01742424242424208,-0.5107142857142858,-41.43,147.21
AU_91197,-0.5225000000000002,0.030151515151515186,0.2778846153846154,-0.5759523809523809,-0.1866666666666667,-0.35131578947368425,0.7181818181818161,-1.2999999999999998,0.30999999999999983,-0.3555555555555543,-0.36153846153846164,-0.3500000000000014,-41.49,147.44
AU_92024,-0.622222222222222,0.30500000000000005,-0.1837837837837838,0.09499999999999997,-0.03482142857142856,-0.23529411764705882,-0.0117647058823529,-0.4769230769230771,0.157142857142857,-0.20000000000000007,0.4097560975609752,0.15199999999999997,-41.47,147.89
